trial_index,model,threshold,precision,recall,f1,accuracy,balanced_accuracy,auc_roc,tpr_at_20_fpr,actual_fpr_at_selected_roc_point,roc_threshold_at_20_fpr,avg_batch_latency_ms,ms_per_event
3,GAT,0.85,0.26105563480741795,0.8169642857142857,0.3956756756756757,0.7205,0.7626488095238095,0.8466482665701416,0.78125,0.20101351351351351,0.9744910597801208,10.582895000698045,0.3307154687718139
4,LSTM,0.25,0.07300117770217221,0.9823904908650671,0.13590340900440018,0.09375,0.5033162488587831,0.5373007618911134,0.2522562183579133,0.2000654258707667,0.402195006608963,1.2131500038473557,0.004738867202528733
