source_node,target_node,source_longitude,source_latitude,source_magnitude,target_longitude,target_latitude,target_magnitude,distance_km,time_gap_days
18,61,-167.9847,52.3177,2.7,-168.475,52.392,4.8,34.308002,6.469098e-07
12,50,-168.327,52.299,4.8,-168.1298,52.2732,2.5,13.716904,6.467596e-07
20,63,-168.015,52.341,4.7,-168.0427,52.2838,2.7,6.63324,6.4666216e-07
8,44,-167.9895,52.28,3.0,-168.424,52.288,5.2,29.56945,6.463819e-07
13,52,-168.0588,52.1124,2.9,-167.989,52.255,2.6,16.555092,6.46029e-07
8,43,-167.9895,52.28,3.0,-168.383,52.267,5.6,26.812462,6.4542996e-07
12,49,-168.327,52.299,4.8,-168.268,52.256,2.5,6.2428756,6.4539745e-07
9,44,-168.019,52.351,3.5,-168.424,52.288,5.2,28.404688,6.450936e-07
5,42,-168.0153,52.2873,2.8,-167.985,52.107,3.0,20.154528,6.446932e-07
14,56,-168.11,52.131,3.3,-168.274,52.065,3.5,13.392415,6.445905e-07
21,63,-168.008,52.238,4.9,-168.0427,52.2838,2.7,5.6136622,6.4456e-07
9,43,-168.019,52.351,3.5,-168.383,52.267,5.6,26.450516,6.4414166e-07
6,42,-167.97,52.277,3.5,-167.985,52.107,3.0,18.930769,6.4365037e-07
10,45,-168.2331,52.1187,2.9,-168.381,52.385,4.5,31.275965,6.4358454e-07
7,42,-168.139,52.392,4.5,-167.985,52.107,3.0,33.379612,6.435286e-07
16,60,-168.0864,52.2636,2.7,-168.167,52.185,3.0,10.321189,6.432437e-07
12,48,-168.327,52.299,4.8,-168.298,52.192,2.6,12.060564,6.424758e-07
15,56,-168.066,52.1314,2.8,-168.274,52.065,3.5,16.01198,6.419705e-07
11,45,-168.294,52.251,4.7,-168.381,52.385,4.5,16.030682,6.418439e-07
12,47,-168.327,52.299,4.8,-168.154,52.086,2.8,26.457779,6.4163135e-07
13,51,-168.0588,52.1124,2.9,-168.336,52.24,5.4,23.634571,6.412708e-07
14,55,-168.11,52.131,3.3,-168.203,52.302,3.5,20.04213,6.4117916e-07
17,60,-168.0734,52.3923,2.5,-168.167,52.185,3.0,23.913694,6.41151e-07
22,63,-168.0072,52.3356,3.1,-168.0427,52.2838,2.7,6.245081,6.4085975e-07
16,59,-168.0864,52.2636,2.7,-168.084,52.257,2.8,0.75184464,6.4063875e-07
10,44,-168.2331,52.1187,2.9,-168.424,52.288,5.2,22.883009,6.401664e-07
14,54,-168.11,52.131,3.3,-168.108,52.275,2.9,16.01265,6.4003217e-07
13,50,-168.0588,52.1124,2.9,-168.1298,52.2732,2.5,18.523527,6.4000915e-07
16,58,-168.0864,52.2636,2.7,-168.17,52.233,2.7,6.6308846,6.39807e-07
12,46,-168.327,52.299,4.8,-168.338,52.318,4.3,2.2411568,6.3972305e-07
8,42,-167.9895,52.28,3.0,-167.985,52.107,3.0,19.239168,6.397201e-07
10,43,-168.2331,52.1187,2.9,-168.383,52.267,5.6,19.399149,6.392144e-07
18,60,-167.9847,52.3177,2.7,-168.167,52.185,3.0,19.280272,6.386947e-07
13,49,-168.0588,52.1124,2.9,-168.268,52.256,2.5,21.409859,6.3864707e-07
15,55,-168.066,52.1314,2.8,-168.203,52.302,3.5,21.141573,6.3855913e-07
17,59,-168.0734,52.3923,2.5,-168.084,52.257,2.8,15.061911,6.3854606e-07
9,42,-168.019,52.351,3.5,-167.985,52.107,3.0,27.230202,6.3843186e-07
11,44,-168.294,52.251,4.7,-168.424,52.288,5.2,9.755869,6.384257e-07
17,58,-168.0734,52.3923,2.5,-168.17,52.233,2.7,18.891413,6.377143e-07
11,43,-168.294,52.251,4.7,-168.383,52.267,5.6,6.3133507,6.374737e-07
15,54,-168.066,52.1314,2.8,-168.108,52.275,2.9,16.222086,6.3741214e-07
19,61,-168.0041,52.2865,3.1,-168.475,52.392,4.8,34.075115,6.372164e-07
20,62,-168.015,52.341,4.7,-168.185,52.166,2.9,22.639912,6.365499e-07
18,59,-167.9847,52.3177,2.7,-168.084,52.257,2.8,9.548579,6.360897e-07
13,48,-168.0588,52.1124,2.9,-168.298,52.192,2.6,18.565252,6.357254e-07
16,57,-168.0864,52.2636,2.7,-168.103,52.1712,2.8,10.336461,6.3557457e-07
18,58,-167.9847,52.3177,2.7,-168.17,52.233,2.7,15.736684,6.35258e-07
13,47,-168.0588,52.1124,2.9,-168.154,52.086,2.8,7.134683,6.3488096e-07
21,62,-168.008,52.238,4.9,-168.185,52.166,2.9,14.477487,6.344477e-07
10,42,-168.2331,52.1187,2.9,-167.985,52.107,3.0,16.991556,6.3350456e-07
17,57,-168.0734,52.3923,2.5,-168.103,52.1712,2.8,24.667519,6.334819e-07
13,46,-168.0588,52.1124,2.9,-168.338,52.318,4.3,29.740103,6.329726e-07
14,53,-168.11,52.131,3.3,-168.293,52.26,5.2,19.008747,6.327816e-07
12,45,-168.327,52.299,4.8,-168.381,52.385,4.5,10.242262,6.3247694e-07
11,42,-168.294,52.251,4.7,-167.985,52.107,3.0,26.46291,6.317639e-07
18,57,-167.9847,52.3177,2.7,-168.103,52.1712,2.8,18.172453,6.3102556e-07
22,62,-168.0072,52.3356,3.1,-168.185,52.166,2.9,22.408602,6.307475e-07
15,53,-168.066,52.1314,2.8,-168.293,52.26,5.2,21.068071,6.301616e-07
12,44,-168.327,52.299,4.8,-168.424,52.288,5.2,6.7092776,6.290588e-07
19,60,-168.0041,52.2865,3.1,-168.167,52.185,3.0,15.825164,6.2900125e-07
16,56,-168.0864,52.2636,2.7,-168.274,52.065,3.5,25.522526,6.2866684e-07
12,43,-168.327,52.299,4.8,-168.383,52.267,5.6,5.2127247,6.281068e-07
14,52,-168.11,52.131,3.3,-167.989,52.255,2.6,16.066679,6.2787035e-07
17,56,-168.0734,52.3923,2.5,-168.274,52.065,3.5,38.874046,6.2657415e-07
19,59,-168.0041,52.2865,3.1,-168.084,52.257,2.8,6.349507,6.263963e-07
13,45,-168.0588,52.1124,2.9,-168.381,52.385,4.5,37.415504,6.2572656e-07
19,58,-168.0041,52.2865,3.1,-168.17,52.233,2.7,12.762509,6.2556455e-07
16,55,-168.0864,52.2636,2.7,-168.203,52.302,3.5,9.008008,6.252555e-07
15,52,-168.066,52.1314,2.8,-167.989,52.255,2.6,14.711763,6.252504e-07
20,61,-168.015,52.341,4.7,-168.475,52.392,4.8,31.743021,6.2463704e-07
18,56,-167.9847,52.3177,2.7,-168.274,52.065,3.5,34.32835,6.2411783e-07
16,54,-168.0864,52.2636,2.7,-168.108,52.275,2.9,1.9409144,6.241085e-07
17,55,-168.0734,52.3923,2.5,-168.203,52.302,3.5,13.353529,6.231628e-07
14,51,-168.11,52.131,3.3,-168.336,52.24,5.4,19.603268,6.2311216e-07
21,61,-168.008,52.238,4.9,-168.475,52.392,4.8,36.06864,6.2253486e-07
12,42,-168.327,52.299,4.8,-167.985,52.107,3.0,31.606728,6.22397e-07
13,44,-168.0588,52.1124,2.9,-168.424,52.288,5.2,31.63414,6.223084e-07
17,54,-168.0734,52.3923,2.5,-168.108,52.275,2.9,13.253346,6.220158e-07
14,50,-168.11,52.131,3.3,-168.1298,52.2732,2.5,15.869389,6.218505e-07
13,43,-168.0588,52.1124,2.9,-168.383,52.267,5.6,27.998768,6.2135643e-07
19,57,-168.0041,52.2865,3.1,-168.103,52.1712,2.8,14.482546,6.213321e-07
18,55,-167.9847,52.3177,2.7,-168.203,52.302,3.5,14.943135,6.207065e-07
15,51,-168.066,52.1314,2.8,-168.336,52.24,5.4,22.01456,6.2049213e-07
14,49,-168.11,52.131,3.3,-168.268,52.256,2.5,17.58342,6.2048844e-07
23,63,-168.2137,52.2578,2.9,-168.0427,52.2838,2.7,11.989235,6.203651e-07
18,54,-167.9847,52.3177,2.7,-168.108,52.275,2.9,9.63591,6.195595e-07
15,50,-168.066,52.1314,2.8,-168.1298,52.2732,2.5,16.355923,6.1923055e-07
22,61,-168.0072,52.3356,3.1,-168.475,52.392,4.8,32.377068,6.1883463e-07
15,49,-168.066,52.1314,2.8,-168.268,52.256,2.5,19.532898,6.178684e-07
14,48,-168.11,52.131,3.3,-168.298,52.192,2.6,14.507058,6.175668e-07
16,53,-168.0864,52.2636,2.7,-168.293,52.26,5.2,14.06634,6.1685796e-07
14,47,-168.11,52.131,3.3,-168.154,52.086,2.8,5.836689,6.1672233e-07
20,60,-168.015,52.341,4.7,-168.167,52.185,3.0,20.196653,6.1642186e-07
13,42,-168.0588,52.1124,2.9,-167.985,52.107,3.0,5.075485,6.1564657e-07
15,48,-168.066,52.1314,2.8,-168.298,52.192,2.6,17.199825,6.1494677e-07
14,46,-168.11,52.131,3.3,-168.338,52.318,4.3,25.952858,6.14814e-07
17,53,-168.0734,52.3923,2.5,-168.293,52.26,5.2,20.955479,6.1476527e-07
19,56,-168.0041,52.2865,3.1,-168.274,52.065,3.5,30.746323,6.144244e-07
21,60,-168.008,52.238,4.9,-168.167,52.185,3.0,12.332622,6.143197e-07
15,47,-168.066,52.1314,2.8,-168.154,52.086,2.8,7.848652,6.141023e-07
20,59,-168.015,52.341,4.7,-168.084,52.257,2.8,10.452635,6.138169e-07
20,58,-168.015,52.341,4.7,-168.17,52.233,2.7,15.98029,6.1298516e-07
18,53,-167.9847,52.3177,2.7,-168.293,52.26,5.2,21.928843,6.123089e-07
15,46,-168.066,52.1314,2.8,-168.338,52.318,4.3,27.816729,6.12194e-07
16,52,-168.0864,52.2636,2.7,-167.989,52.255,2.6,6.6977763,6.1194675e-07
21,59,-168.008,52.238,4.9,-168.084,52.257,2.8,5.588744,6.117147e-07
19,55,-168.0041,52.2865,3.1,-168.203,52.302,3.5,13.636054,6.1101304e-07
21,58,-168.008,52.238,4.9,-168.17,52.233,2.7,11.045827,6.10883e-07
22,60,-168.0072,52.3356,3.1,-168.167,52.185,3.0,19.967787,6.1061945e-07
23,62,-168.2137,52.2578,2.9,-168.185,52.166,2.9,10.393304,6.102528e-07
19,54,-168.0041,52.2865,3.1,-168.108,52.275,2.9,7.182877,6.0986605e-07
17,52,-168.0734,52.3923,2.5,-167.989,52.255,2.6,16.30905,6.0985406e-07
20,57,-168.015,52.341,4.7,-168.103,52.1712,2.8,19.808233,6.0875277e-07
22,59,-168.0072,52.3356,3.1,-168.084,52.257,2.8,10.181512,6.080145e-07
14,45,-168.11,52.131,3.3,-168.381,52.385,4.5,33.73299,6.075679e-07
18,52,-167.9847,52.3177,2.7,-167.989,52.255,2.6,6.9780545,6.073977e-07
16,51,-168.0864,52.2636,2.7,-168.336,52.24,5.4,17.19239,6.071885e-07
22,58,-168.0072,52.3356,3.1,-168.17,52.233,2.7,15.89943,6.0718276e-07
21,57,-168.008,52.238,4.9,-168.103,52.1712,2.8,9.853039,6.0665053e-07
16,50,-168.0864,52.2636,2.7,-168.1298,52.2732,2.5,3.140251,6.059269e-07
17,51,-168.0734,52.3923,2.5,-168.336,52.24,5.4,24.60514,6.050958e-07
15,45,-168.066,52.1314,2.8,-168.381,52.385,4.5,35.423798,6.0494796e-07
16,49,-168.0864,52.2636,2.7,-168.268,52.256,2.5,12.388625,6.045648e-07
14,44,-168.11,52.131,3.3,-168.424,52.288,5.2,27.613768,6.0414976e-07
17,50,-168.0734,52.3923,2.5,-168.1298,52.2732,2.5,13.7866535,6.0383417e-07
14,43,-168.11,52.131,3.3,-168.383,52.267,5.6,23.976458,6.031978e-07
22,57,-168.0072,52.3356,3.1,-168.103,52.1712,2.8,19.408752,6.029503e-07
18,51,-167.9847,52.3177,2.7,-168.336,52.24,5.4,25.413074,6.026395e-07
19,53,-168.0041,52.2865,3.1,-168.293,52.26,5.2,19.876312,6.026155e-07
17,49,-168.0734,52.3923,2.5,-168.268,52.256,2.5,20.114897,6.024721e-07
20,56,-168.015,52.341,4.7,-168.274,52.065,3.5,35.403248,6.0184504e-07
16,48,-168.0864,52.2636,2.7,-168.298,52.192,2.6,16.464844,6.0164314e-07
15,44,-168.066,52.1314,2.8,-168.424,52.288,5.2,29.970636,6.0152973e-07
18,50,-167.9847,52.3177,2.7,-168.1298,52.2732,2.5,11.038768,6.0137785e-07
16,47,-168.0864,52.2636,2.7,-168.154,52.086,2.8,20.279087,6.0079867e-07
15,43,-168.066,52.1314,2.8,-168.383,52.267,5.6,26.345867,6.005778e-07
24,63,-168.076,52.3,4.1,-168.0427,52.2838,2.7,2.8937998,6.000182e-07
18,49,-167.9847,52.3177,2.7,-168.268,52.256,2.5,20.45464,6.0001577e-07
21,56,-168.008,52.238,4.9,-168.274,52.065,3.5,26.446335,5.997428e-07
17,48,-168.0734,52.3923,2.5,-168.298,52.192,2.6,27.007183,5.9955045e-07
16,46,-168.0864,52.2636,2.7,-168.338,52.318,4.3,18.149698,5.988904e-07
17,47,-168.0734,52.3923,2.5,-168.154,52.086,2.8,34.49835,5.98706e-07
20,55,-168.015,52.341,4.7,-168.203,52.302,3.5,13.493397,5.984337e-07
23,61,-168.2137,52.2578,2.9,-168.475,52.392,4.8,23.195358,5.9833997e-07
19,52,-168.0041,52.2865,3.1,-167.989,52.255,2.6,3.6502273,5.9770423e-07
14,42,-168.11,52.131,3.3,-167.985,52.107,3.0,8.942043,5.9748794e-07
20,54,-168.015,52.341,4.7,-168.108,52.275,2.9,9.686893,5.972867e-07
18,48,-167.9847,52.3177,2.7,-168.298,52.192,2.6,25.497965,5.970941e-07
17,46,-168.0734,52.3923,2.5,-168.338,52.318,4.3,19.77824,5.967977e-07
21,55,-168.008,52.238,4.9,-168.203,52.302,3.5,15.056664,5.9633146e-07
18,47,-167.9847,52.3177,2.7,-168.154,52.086,2.8,28.229303,5.9624966e-07
22,56,-168.0072,52.3356,3.1,-168.274,52.065,3.5,35.15653,5.960426e-07
21,54,-168.008,52.238,4.9,-168.108,52.275,2.9,7.953353,5.951845e-07
15,42,-168.066,52.1314,2.8,-167.985,52.107,3.0,6.1600356,5.9486797e-07
18,46,-167.9847,52.3177,2.7,-168.338,52.318,4.3,24.014257,5.943413e-07
19,51,-168.0041,52.2865,3.1,-168.336,52.24,5.4,23.17172,5.9294604e-07
22,55,-168.0072,52.3356,3.1,-168.203,52.302,3.5,13.822976,5.9263124e-07
19,50,-168.0041,52.2865,3.1,-168.1298,52.2732,2.5,8.678265,5.916844e-07
16,45,-168.0864,52.2636,2.7,-168.381,52.385,4.5,24.147064,5.9164427e-07
22,54,-168.0072,52.3356,3.1,-168.108,52.275,2.9,9.61124,5.9148425e-07
19,49,-168.0041,52.2865,3.1,-168.268,52.256,2.5,18.27396,5.903223e-07
23,60,-168.2137,52.2578,2.9,-168.167,52.185,3.0,8.697628,5.901248e-07
20,53,-168.015,52.341,4.7,-168.293,52.26,5.2,20.93946,5.900361e-07
24,62,-168.076,52.3,4.1,-168.185,52.166,2.9,16.646782,5.899059e-07
17,45,-168.0734,52.3923,2.5,-168.381,52.385,4.5,20.890265,5.895516e-07
16,44,-168.0864,52.2636,2.7,-168.424,52.288,5.2,23.128572,5.882261e-07
21,53,-168.008,52.238,4.9,-168.293,52.26,5.2,19.55554,5.879339e-07
23,59,-168.2137,52.2578,2.9,-168.084,52.257,2.8,8.828361,5.875198e-07
19,48,-168.0041,52.2865,3.1,-168.298,52.192,2.6,22.603195,5.874007e-07
16,43,-168.0864,52.2636,2.7,-168.383,52.267,5.6,20.187742,5.8727414e-07
18,45,-167.9847,52.3177,2.7,-168.381,52.385,4.5,27.937504,5.8709526e-07
23,58,-168.2137,52.2578,2.9,-168.17,52.233,2.7,4.0566483,5.866881e-07
25,63,-168.148,52.127,3.5,-168.0427,52.2838,2.7,18.854183,5.866456e-07
19,47,-168.0041,52.2865,3.1,-168.154,52.086,2.8,24.525072,5.865562e-07
17,44,-168.0734,52.3923,2.5,-168.424,52.288,5.2,26.49216,5.861334e-07
17,43,-168.0734,52.3923,2.5,-168.383,52.267,5.6,25.233492,5.8518145e-07
20,52,-168.015,52.341,4.7,-167.989,52.255,2.6,9.724836,5.851249e-07
19,46,-168.0041,52.2865,3.1,-168.338,52.318,4.3,22.97219,5.8464786e-07
22,53,-168.0072,52.3356,3.1,-168.293,52.26,5.2,21.175097,5.842337e-07
18,44,-167.9847,52.3177,2.7,-168.424,52.288,5.2,30.051872,5.836771e-07
21,52,-168.008,52.238,4.9,-167.989,52.255,2.6,2.2905285,5.830227e-07
18,43,-167.9847,52.3177,2.7,-168.383,52.267,5.6,27.668943,5.8272514e-07
23,57,-168.2137,52.2578,2.9,-168.103,52.1712,2.8,12.231447,5.824557e-07
16,42,-168.0864,52.2636,2.7,-167.985,52.107,3.0,18.73513,5.8156434e-07
20,51,-168.015,52.341,4.7,-168.336,52.24,5.4,24.55147,5.8036665e-07
17,42,-168.0734,52.3923,2.5,-167.985,52.107,3.0,32.28965,5.7947165e-07
22,52,-168.0072,52.3356,3.1,-167.989,52.255,2.6,9.047372,5.7932243e-07
20,50,-168.015,52.341,4.7,-168.1298,52.2732,2.5,10.851485,5.7910506e-07
21,51,-168.008,52.238,4.9,-168.336,52.24,5.4,22.335373,5.7826446e-07
24,61,-168.076,52.3,4.1,-168.475,52.392,4.8,28.96959,5.7799303e-07
20,49,-168.015,52.341,4.7,-168.268,52.256,2.5,19.629517,5.777429e-07
19,45,-168.0041,52.2865,3.1,-168.381,52.385,4.5,27.851925,5.774018e-07
18,42,-167.9847,52.3177,2.7,-167.985,52.107,3.0,23.42878,5.7701527e-07
21,50,-168.008,52.238,4.9,-168.1298,52.2732,2.5,9.16804,5.770028e-07
25,62,-168.148,52.127,3.5,-168.185,52.166,2.9,5.0179725,5.7653335e-07
21,49,-168.008,52.238,4.9,-168.268,52.256,2.5,17.813606,5.7564074e-07
23,56,-168.2137,52.2578,2.9,-168.274,52.065,3.5,21.829386,5.75548e-07
20,48,-168.015,52.341,4.7,-168.298,52.192,2.6,25.404255,5.748213e-07
22,51,-168.0072,52.3356,3.1,-168.336,52.24,5.4,24.761963,5.7456424e-07
19,44,-168.0041,52.2865,3.1,-168.424,52.288,5.2,28.561323,5.7398364e-07
20,47,-168.015,52.341,4.7,-168.154,52.086,2.8,29.894388,5.739769e-07
22,50,-168.0072,52.3356,3.1,-168.1298,52.2732,2.5,10.845708,5.733026e-07
19,43,-168.0041,52.2865,3.1,-168.383,52.267,5.6,25.869236,5.730317e-07
21,48,-168.008,52.238,4.9,-168.298,52.192,2.6,20.408802,5.727191e-07
23,55,-168.2137,52.2578,2.9,-168.203,52.302,3.5,4.968428,5.721366e-07
20,46,-168.015,52.341,4.7,-168.338,52.318,4.3,22.097424,5.7206853e-07
22,49,-168.0072,52.3356,3.1,-168.268,52.256,2.5,19.821661,5.719405e-07
21,47,-168.008,52.238,4.9,-168.154,52.086,2.8,19.61736,5.7187464e-07
23,54,-168.2137,52.2578,2.9,-168.108,52.275,2.9,7.4428406,5.7098964e-07
21,46,-168.008,52.238,4.9,-168.338,52.318,4.3,24.14881,5.6996635e-07
24,60,-168.076,52.3,4.1,-168.167,52.185,3.0,14.209409,5.697779e-07
22,48,-168.0072,52.3356,3.1,-168.298,52.192,2.6,25.428598,5.690189e-07
22,47,-168.0072,52.3356,3.1,-168.154,52.086,2.8,29.501589,5.681744e-07
0,41,-168.07,52.362,4.7,-167.95,52.342,2.7,8.44822,5.6750173e-07
19,42,-168.0041,52.2865,3.1,-167.985,52.107,3.0,20.001898,5.673218e-07
24,59,-168.076,52.3,4.1,-168.084,52.257,2.8,4.812258,5.671729e-07
24,58,-168.076,52.3,4.1,-168.17,52.233,2.7,9.819434,5.663412e-07
22,46,-168.0072,52.3356,3.1,-168.338,52.318,4.3,22.56536,5.6626607e-07
1,41,-168.0493,52.2483,3.1,-167.95,52.342,2.7,12.416035,5.660559e-07
20,45,-168.015,52.341,4.7,-168.381,52.385,4.5,25.329092,5.6482247e-07
2,41,-168.196,52.208,3.4,-167.95,52.342,2.7,22.408566,5.6480707e-07
25,61,-168.148,52.127,3.5,-168.475,52.392,4.8,36.926994,5.646205e-07
23,53,-168.2137,52.2578,2.9,-168.293,52.26,5.2,5.402841,5.6373904e-07
21,45,-168.008,52.238,4.9,-168.381,52.385,4.5,30.168705,5.6272023e-07
24,57,-168.076,52.3,4.1,-168.103,52.1712,2.8,14.4394455,5.6210877e-07
20,44,-168.015,52.341,4.7,-168.424,52.288,5.2,28.420069,5.614043e-07
0,40,-168.07,52.362,4.7,-167.918,52.303,2.6,12.23569,5.6138447e-07
3,41,-168.1284,52.145,3.0,-167.95,52.342,2.7,25.047588,5.60955e-07
4,41,-168.1641,52.2193,3.1,-167.95,52.342,2.7,19.95704,5.605804e-07
20,43,-168.015,52.341,4.7,-168.383,52.267,5.6,26.339489,5.604523e-07
1,40,-168.0493,52.2483,3.1,-167.918,52.303,2.6,10.807221,5.5993866e-07
21,44,-168.008,52.238,4.9,-168.424,52.288,5.2,28.851795,5.5930207e-07
22,45,-168.0072,52.3356,3.1,-168.381,52.385,4.5,25.970814,5.5902e-07
23,52,-168.2137,52.2578,2.9,-167.989,52.255,2.6,15.29751,5.588278e-07
2,40,-168.196,52.208,3.4,-167.918,52.303,2.6,21.671476,5.586898e-07
21,43,-168.008,52.238,4.9,-168.383,52.267,5.6,25.729696,5.583501e-07
25,60,-168.148,52.127,3.5,-168.167,52.185,3.0,6.5782676,5.564053e-07
22,44,-168.0072,52.3356,3.1,-168.424,52.288,5.2,28.824383,5.5560184e-07
26,63,-167.949,52.34,3.3,-168.0427,52.2838,2.7,8.923331,5.555588e-07
24,56,-168.076,52.3,4.1,-168.274,52.065,3.5,29.411772,5.5520104e-07
5,41,-168.0153,52.2873,2.8,-167.95,52.342,2.7,7.529839,5.54869e-07
3,40,-168.1284,52.145,3.0,-167.918,52.303,2.6,22.672731,5.5483775e-07
20,42,-168.015,52.341,4.7,-167.985,52.107,3.0,26.099731,5.547425e-07
22,43,-168.0072,52.3356,3.1,-168.383,52.267,5.6,26.66736,5.546499e-07
4,40,-168.1641,52.2193,3.1,-167.918,52.303,2.6,19.16127,5.5446316e-07
23,51,-168.2137,52.2578,2.9,-168.336,52.24,5.4,8.557862,5.540696e-07
6,41,-167.97,52.277,3.5,-167.95,52.342,2.7,7.354451,5.5382617e-07
25,59,-168.148,52.127,3.5,-168.084,52.257,2.8,15.099285,5.5380036e-07
7,41,-168.139,52.392,4.5,-167.95,52.342,2.7,13.9849415,5.537044e-07
25,58,-168.148,52.127,3.5,-168.17,52.233,2.7,11.881728,5.5296863e-07
23,50,-168.2137,52.2578,2.9,-168.1298,52.2732,2.5,5.9607973,5.52808e-07
21,42,-168.008,52.238,4.9,-167.985,52.107,3.0,14.650735,5.526403e-07
24,55,-168.076,52.3,4.1,-168.203,52.302,3.5,8.638502,5.517897e-07
23,49,-168.2137,52.2578,2.9,-168.268,52.256,2.5,3.7013378,5.5144585e-07
24,54,-168.076,52.3,4.1,-168.108,52.275,2.9,3.530604,5.506427e-07
8,41,-167.9895,52.28,3.0,-167.95,52.342,2.7,7.398591,5.4989596e-07
22,42,-168.0072,52.3356,3.1,-167.985,52.107,3.0,25.464104,5.4894e-07
5,40,-168.0153,52.2873,2.8,-167.918,52.303,2.6,6.8434157,5.4875176e-07
25,57,-168.148,52.127,3.5,-168.103,52.1712,2.8,5.795042,5.487362e-07
9,41,-168.019,52.351,3.5,-167.95,52.342,2.7,4.7926307,5.4860766e-07
23,48,-168.2137,52.2578,2.9,-168.298,52.192,2.6,9.300734,5.485242e-07
6,40,-167.97,52.277,3.5,-167.918,52.303,2.6,4.5680127,5.477089e-07
23,47,-168.2137,52.2578,2.9,-168.154,52.086,2.8,19.532299,5.476798e-07
7,40,-168.139,52.392,4.5,-167.918,52.303,2.6,17.98013,5.4758715e-07
27,63,-167.9245,52.3018,3.0,-168.0427,52.2838,2.7,8.284177,5.4630334e-07
23,46,-168.2137,52.2578,2.9,-168.338,52.318,4.3,10.783695,5.4577146e-07
26,62,-167.949,52.34,3.3,-168.185,52.166,2.9,25.147877,5.4544654e-07
8,40,-167.9895,52.28,3.0,-167.918,52.303,2.6,5.4943547,5.437787e-07
10,41,-168.2331,52.1187,2.9,-167.95,52.342,2.7,31.43664,5.436804e-07
24,53,-168.076,52.3,4.1,-168.293,52.26,5.2,15.417867,5.433921e-07
9,40,-168.019,52.351,3.5,-167.918,52.303,2.6,8.69468,5.424904e-07
11,41,-168.294,52.251,4.7,-167.95,52.342,2.7,25.488007,5.419397e-07
25,56,-168.148,52.127,3.5,-168.274,52.065,3.5,11.027835,5.4182846e-07
23,45,-168.2137,52.2578,2.9,-168.381,52.385,4.5,18.147856,5.385254e-07
24,52,-168.076,52.3,4.1,-167.989,52.255,2.6,7.750549,5.384809e-07
25,55,-168.148,52.127,3.5,-168.203,52.302,3.5,19.81661,5.384171e-07
10,40,-168.2331,52.1187,2.9,-167.918,52.303,2.6,29.680105,5.3756315e-07
25,54,-168.148,52.127,3.5,-168.108,52.275,2.9,16.681099,5.372701e-07
27,62,-167.9245,52.3018,3.0,-168.185,52.166,2.9,23.296518,5.3619107e-07
11,40,-168.294,52.251,4.7,-167.918,52.303,2.6,26.226097,5.3582244e-07
23,44,-168.2137,52.2578,2.9,-168.424,52.288,5.2,14.697638,5.3510723e-07
23,43,-168.2137,52.2578,2.9,-168.383,52.267,5.6,11.567275,5.341552e-07
24,51,-168.076,52.3,4.1,-168.336,52.24,5.4,18.907804,5.337227e-07
26,61,-167.949,52.34,3.3,-168.475,52.392,4.8,36.17894,5.335337e-07
12,41,-168.327,52.299,4.8,-167.95,52.342,2.7,26.065897,5.325728e-07
24,50,-168.076,52.3,4.1,-168.1298,52.2732,2.5,4.719324,5.3246106e-07
24,49,-168.076,52.3,4.1,-168.268,52.256,2.5,13.948447,5.31099e-07
25,53,-168.148,52.127,3.5,-168.293,52.26,5.2,17.787516,5.300196e-07
23,42,-168.2137,52.2578,2.9,-167.985,52.107,3.0,22.897589,5.284454e-07
24,48,-168.076,52.3,4.1,-168.298,52.192,2.6,19.304228,5.2817734e-07
24,47,-168.076,52.3,4.1,-168.154,52.086,2.8,24.382435,5.273329e-07
12,40,-168.327,52.299,4.8,-167.918,52.303,2.6,27.814362,5.2645555e-07
13,41,-168.0588,52.1124,2.9,-167.95,52.342,2.7,26.584072,5.2582243e-07
28,63,-168.15,52.189,4.4,-168.0427,52.2838,2.7,12.826023,5.2580685e-07
24,46,-168.076,52.3,4.1,-168.338,52.318,4.3,17.92413,5.254245e-07
26,60,-167.949,52.34,3.3,-168.167,52.185,3.0,22.741293,5.253185e-07
25,52,-168.148,52.127,3.5,-167.989,52.255,2.6,17.889862,5.251083e-07
27,61,-167.9245,52.3018,3.0,-168.475,52.392,4.8,38.715263,5.242782e-07
26,59,-167.949,52.34,3.3,-168.084,52.257,2.8,13.017393,5.2271355e-07
26,58,-167.949,52.34,3.3,-168.17,52.233,2.7,19.171028,5.218818e-07
25,51,-168.148,52.127,3.5,-168.336,52.24,5.4,17.948935,5.203501e-07
13,40,-168.0588,52.1124,2.9,-167.918,52.303,2.6,23.26419,5.1970517e-07
25,50,-168.148,52.127,3.5,-168.1298,52.2732,2.5,16.30395,5.190885e-07
24,45,-168.076,52.3,4.1,-168.381,52.385,4.5,22.773598,5.1817847e-07
25,49,-168.148,52.127,3.5,-168.268,52.256,2.5,16.512535,5.177264e-07
26,57,-167.949,52.34,3.3,-168.103,52.1712,2.8,21.498367,5.1764937e-07
27,60,-167.9245,52.3018,3.0,-168.167,52.185,3.0,21.006691,5.1606304e-07
28,62,-168.15,52.189,4.4,-168.185,52.166,2.9,3.4980364,5.156946e-07
25,48,-168.148,52.127,3.5,-168.298,52.192,2.6,12.527399,5.1480475e-07
24,44,-168.076,52.3,4.1,-168.424,52.288,5.2,23.704317,5.147603e-07
25,47,-168.148,52.127,3.5,-168.154,52.086,2.8,4.5773706,5.139603e-07
