trial_index,model,epoch,train_loss,val_threshold,val_precision,val_recall,val_f1,val_accuracy,val_balanced_accuracy,val_auc_roc,val_tpr_at_20_fpr,val_actual_fpr_at_selected_roc_point,val_roc_threshold_at_20_fpr
10,LSTM,3,0.5902638300162466,0.25,0.21733585185902715,0.9928460800944022,0.3566092715231788,0.22437248515041194,0.5024349824140723,0.5359664239232675,0.23843941293605722,0.20014673215268294,0.45543035864830017
10,LSTM,4,0.5890720188940126,0.25,0.21769008000785353,0.9812670550925584,0.3563298427917191,0.23248387302803858,0.5034216422419119,0.5370170042404635,0.24367578729994838,0.19998369642747968,0.4020991921424866
10,LSTM,5,0.588187063638802,0.2,0.21800568497402556,0.9842171251567224,0.35694702633303466,0.23224436354346298,0.5043362419686076,0.5362776312446418,0.24456080831919758,0.2000244553587805,0.3982108235359192
10,LSTM,6,0.5874457146087108,0.2,0.21774819027921408,0.9938786046168596,0.3572309038132729,0.22566583636712015,0.5036339567745897,0.5425641372738742,0.2458883398480714,0.20004483482443092,0.41637784242630005
11,LSTM,1,0.5959040149213432,0.25,0.21658698815215133,0.9990412272291467,0.35599590023915273,0.2174176859451346,0.5002339239861061,0.5297790467295034,0.23202301054650049,0.2000326084741272,0.4142099916934967
11,LSTM,2,0.5909217139077969,0.25,0.2226994640053419,0.9100966147946014,0.3578367406118602,0.2927857439402165,0.5161484357931676,0.5442161403670956,0.25068220370233796,0.2000326084741272,0.3864101469516754
11,LSTM,3,0.588626505449022,0.25,0.22036333778097095,0.9500700641640238,0.35774886485135454,0.261440935074889,0.5106088393251692,0.5438338523630201,0.2484696511542149,0.2000529887704567,0.42830154299736023
11,LSTM,4,0.5871053845324414,0.25,0.21929127870625412,0.9570764805664135,0.3568246810382754,0.25299396416823683,0.5077533950715574,0.5346155680666103,0.24374953905155247,0.1999918478814682,0.41225603222846985
12,LSTM,1,0.5949432496297158,0.3,0.2176985914103976,0.9769139991149137,0.3560531727576984,0.23497381195707717,0.5034368226528794,0.5322538983064239,0.23403156807788758,0.20001630456935557,0.4717833399772644
12,LSTM,2,0.589973367554506,0.25,0.21828710158954084,0.9814869449771353,0.3571438156711711,0.2350376852324987,0.505132254944851,0.5388118237194168,0.24376751733293997,0.20001630456935557,0.41548845171928406
12,LSTM,3,0.5878610448032521,0.2,0.2204509025019165,0.9332497418498303,0.3566536065619979,0.271078180889116,0.5106777792524739,0.5414622760482527,0.2461277474553769,0.1999959238576611,0.36506861448287964
12,LSTM,4,0.5863553168023058,0.25,0.21810052165272834,0.9713822097654521,0.3562203318772568,0.2398601175268268,0.5045534535559417,0.5332700326687265,0.23764567045286916,0.20001630456935557,0.4206852912902832
13,LSTM,1,0.6009141797201188,0.25,0.21568877958414515,0.9998519395913533,0.35483277723773743,0.2158071211879291,0.5000277571821837,0.5121098958474809,0.21231862599940776,0.19991042709987378,0.4740183651447296
13,LSTM,2,0.5954031883681861,0.3,0.2161875020121696,0.9942256440627776,0.3551500727224646,0.22129969663100751,0.5014896796511925,0.5168750616466249,0.21616819662422268,0.19999185700907943,0.4838062822818756
13,LSTM,3,0.5942050628552097,0.25,0.21665056360708534,0.9960023689665384,0.3558882657919797,0.22241737186651764,0.5028462640810054,0.5303385971126479,0.23156647912348238,0.19999185700907943,0.4532349705696106
13,LSTM,4,0.5932625159567522,0.25,0.22234611953612846,0.8856973645247261,0.35545784063224195,0.3072329554526585,0.5169295421622043,0.5315626831200898,0.23201066034942255,0.20007328691828508,0.3985482156276703
